,id,link,titulo,precio,direction,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,orientacion,tipo_departamento,cantidad_pisos,departamentos_piso,numero_piso_unidad,codigo,fecha,published_time,latitude,longitude,comuna,published,divisa,region
49,50,https://www.portalinmobiliario.com/mlc-1320657434-edificio-apostol-santiago-vista-sur-piso-13-_jm#position=50&search_layout=stack&type=item&tracking_id=b0436e9c-8b33-44a7-a698-9c110febfa9a,edificio apóstol santiago- vista sur piso 13,480000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",4508.0,42.0,299.0,3,2,2,1,4,1,70000.0,null,,26,17,13,443672,2023-02-11 00:00:00.000000,publicado hace 3 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-09 17:56:38.668078,pesos,Rm (metropolitana)
50,51,https://www.portalinmobiliario.com/mlc-1322001635-edificio-apostol-santiago-vista-poniente-piso-3-_jm#position=1&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista poniente piso 3,450000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",4508.0,42.0,299.0,3,2,2,1,4,1,70000.0,null,,26,17,3,447190,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668083,pesos,Rm (metropolitana)
51,52,https://www.portalinmobiliario.com/mlc-1321520342-edificio-apostol-santiago-vista-sur-piso-20-_jm#position=2&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista sur piso 20,350000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",367.0,34.0,26.0,2,1,1,,2,1,55000.0,null,,26,17,20,458565,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668088,pesos,Rm (metropolitana)
52,53,https://www.portalinmobiliario.com/mlc-1321794906-edificio-av-libertador-bernardo-ohiggins-vista-poniente-p-_jm#position=3&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av libertador bernardo o'higgins- vista poniente p,420000.0,"av libertador bernardo o'higgins 3900 - 4200, san alberto hurtado, estación central",4861.0,45.0,297.0,3,2,2,,4,,70000.0,null,,30,13,27,437678,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.454063,-70.692207,Estación central,2023-02-10 17:56:38.668093,pesos,Rm (metropolitana)
53,54,https://www.portalinmobiliario.com/mlc-1321697879-edificio-av-el-parron-vista-poniente-piso-2-_jm#position=4&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. el parrón- vista poniente piso 2,310000.0,"av. el parrón 103 1 - 300, el parrón, la cisterna",34.0,32.0,2.0,2,1,1,,2,,45000.0,null,,14,16,2,459832,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.526997,-70.660133,La cisterna,2023-02-10 17:56:38.668098,pesos,Rm (metropolitana)
54,55,https://www.portalinmobiliario.com/mlc-1318574402-edificio-av-ecuador-piso-13-_jm#position=5&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. ecuador- piso 13,300000.0,"av. ecuador 4500 - 4800, metro ecuador, estación central",3407.0,34.0,0.0,2,1,1,,2,,45000.0,null,,20,16,13,325905,2023-02-11 00:00:00.000000,publicado hace 4 días por assetplan chile,-33.453823,-70.699921,Estación central,2023-02-08 17:56:38.668103,pesos,Rm (metropolitana)
55,56,https://www.portalinmobiliario.com/mlc-1321897838-edificio-carrion-vista-oriente-piso-15-_jm#position=6&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio carrión- vista oriente piso 15,330000.0,"carrión 1500 - 1800, hospitales, independencia",3662.0,31.0,542.0,2,1,1,,2,,50000.0,null,,24,15,15,455479,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.419086,-70.659668,Independencia,2023-02-10 17:56:38.668108,pesos,Rm (metropolitana)
56,57,https://www.portalinmobiliario.com/mlc-1321897728-edificio-apostol-santiago-vista-norte-piso-10-_jm#position=7&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista norte piso 10,310000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",0.0,35.0,0.0,0,0,0,,0,,165000.0,null,,0,0,0,443143,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668113,pesos,Rm (metropolitana)
57,58,https://www.portalinmobiliario.com/mlc-1320505155-edificio-cnel-souper-vista-sur-piso-1-_jm#position=8&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio cnel. souper- vista sur piso 1,350000.0,"cnel. souper 4500 - 4800, metro ecuador, estación central",36.0,30.0,6.0,2,1,1,,2,,55000.0,null,,20,16,1,458694,2023-02-11 00:00:00.000000,publicado hace 3 días por assetplan chile,,,Estación central,2023-02-09 17:56:38.668118,pesos,Rm (metropolitana)
58,59,https://www.portalinmobiliario.com/mlc-1320415309-edificio-general-mackenna-vista-sur-piso-16-_jm#position=9&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio general mackenna- vista sur piso 16,340000.0,"general mackenna 1200 - 1500, centro histórico de santiago, santiago",36.0,34.0,2.0,2,1,1,1,2,,35000.0,null,,24,11,16,459871,2023-02-11 00:00:00.000000,publicado hace 3 días por assetplan chile,,,Santiago,2023-02-09 17:56:38.668123,pesos,Rm (metropolitana)
59,60,https://www.portalinmobiliario.com/mlc-1321788703-edificio-apostol-santiago-vista-poniente-piso-4-_jm#position=10&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista poniente piso 4,320000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",3651.0,33.0,254.0,2,1,1,,2,,50000.0,null,,26,17,4,447365,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668128,pesos,Rm (metropolitana)
60,61,https://www.portalinmobiliario.com/mlc-1321520335-edificio-apostol-santiago-vista-oriente-piso-5-_jm#position=11&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista oriente piso 5,300000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",3475.0,32.0,254.0,2,1,1,,2,,45000.0,null,,26,17,5,442709,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668133,pesos,Rm (metropolitana)
61,62,https://www.portalinmobiliario.com/mlc-1321697903-edificio-av-departamental-vista-poniente-piso-8-_jm#position=12&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. departamental- vista poniente piso 8,300000.0,"av. departamental 900 - 1200, lo vial, san miguel",3323.0,31.0,203.0,2,1,1,,2,,60000.0,null,,12,9,8,434692,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.504559,-70.649712,San miguel,2023-02-10 17:56:38.668138,pesos,Rm (metropolitana)
62,63,https://www.portalinmobiliario.com/mlc-1321564304-edificio-esmeralda-vista-oriente-piso-18-_jm#position=13&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio esmeralda- vista oriente piso 18,280000.0,"esmeralda 6300 - 6600, lo ovalle, la cisterna",26.0,24.0,2.0,2,1,1,,2,,45000.0,null,,26,11,18,447327,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.516594,-70.656151,La cisterna,2023-02-10 17:56:38.668142,pesos,Rm (metropolitana)
63,64,https://www.portalinmobiliario.com/mlc-1321795025-edificio-apostol-santiago-vista-norte-piso-9-_jm#position=14&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista norte piso 9,325000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",0.0,35.0,0.0,0,0,0,,0,,55000.0,null,,0,0,0,442716,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668147,pesos,Rm (metropolitana)
64,65,https://www.portalinmobiliario.com/mlc-1321564195-edificio-apostol-santiago-vista-norte-piso-5-_jm#position=15&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista norte piso 5,315000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",3816.0,35.0,251.0,2,1,1,,2,1,55000.0,null,,26,17,5,442385,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668152,pesos,Rm (metropolitana)
65,66,https://www.portalinmobiliario.com/mlc-1321897731-edificio-apostol-santiago-vista-norte-piso-25-_jm#position=16&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista norte piso 25,325000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",3611.0,33.0,267.0,2,1,1,,2,,50000.0,null,,26,17,25,445983,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668157,pesos,Rm (metropolitana)
66,67,https://www.portalinmobiliario.com/mlc-1318586643-edificio-av-padre-alberto-hurtado-vista-poniente-piso-7-_jm#position=17&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. padre alberto hurtado- vista poniente piso 7,420000.0,"av. padre alberto hurtado 1 - 300, san alberto hurtado, estación central",4799.0,44.0,379.0,3,2,2,1,4,1,70000.0,null,,30,16,7,216347,2023-02-11 00:00:00.000000,publicado hace 4 días por assetplan chile,-33.454575,-70.691063,Estación central,2023-02-08 17:56:38.668162,pesos,Rm (metropolitana)
67,68,https://www.portalinmobiliario.com/mlc-1321564092-edificio-av-lo-ovalle-vista-sur-piso-8-_jm#position=18&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. lo ovalle- vista sur piso 8,430000.0,"av. lo ovalle 1 - 300, lo ovalle, la cisterna",4677.0,43.0,336.0,3,2,2,1,4,1,65000.0,null,,19,10,8,435025,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.514259,-70.660156,La cisterna,2023-02-10 17:56:38.668167,pesos,Rm (metropolitana)
68,69,https://www.portalinmobiliario.com/mlc-1321564308-edificio-cnel-souper-vista-norte-piso-5-_jm#position=19&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio cnel. souper- vista norte piso 5,450000.0,"cnel. souper 4500 - 4800, metro ecuador, estación central",57.0,54.0,3.0,3,2,2,,4,,85000.0,null,,20,16,5,458711,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.458458,-70.697067,Estación central,2023-02-10 17:56:38.668172,pesos,Rm (metropolitana)
69,70,https://www.portalinmobiliario.com/mlc-1321891206-edificio-amunategui-vista-nororiente-piso-19-_jm#position=20&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio amunátegui- vista nororiente piso 19,340000.0,"amunátegui 600 - 900, centro histórico de santiago, santiago",31.0,26.0,5.0,2,1,1,,2,,45000.0,null,,24,10,19,331534,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.43668,-70.656982,Santiago,2023-02-10 17:56:38.668177,pesos,Rm (metropolitana)
70,71,https://www.portalinmobiliario.com/mlc-1321788710-edificio-apostol-santiago-vista-sur-piso-20-_jm#position=21&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista sur piso 20,400000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",4664.0,43.0,341.0,3,2,1,1,3,1,80000.0,null,,26,17,20,444908,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-10 17:56:38.668182,pesos,Rm (metropolitana)
71,72,https://www.portalinmobiliario.com/mlc-1320639661-edificio-apostol-santiago-vista-norte-piso-20-_jm#position=22&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista norte piso 20,450000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",4735.0,43.0,343.0,3,2,1,1,3,1,75000.0,null,,26,17,20,446881,2023-02-11 00:00:00.000000,publicado hace 3 días por assetplan chile,-33.451164,-70.692886,Estación central,2023-02-09 17:56:38.668186,pesos,Rm (metropolitana)
72,73,https://www.portalinmobiliario.com/mlc-1320639664-edificio-las-rejas-norte-vista-oriente-piso-3-_jm#position=23&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio las rejas norte- vista oriente piso 3,380000.0,"las rejas norte 1 - 300, metro las rejas, estación central",36.0,34.0,2.0,3,2,1,1,3,,55000.0,null,,23,24,3,449088,2023-02-11 00:00:00.000000,publicado hace 3 días por assetplan chile,-33.457546,-70.705681,Estación central,2023-02-09 17:56:38.668191,pesos,Rm (metropolitana)
73,74,https://www.portalinmobiliario.com/mlc-1321525862-edificio-coronel-souper-vista-surponiente-piso-17-_jm#position=24&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio coronel souper- vista surponiente piso 17,420000.0,"coronel souper 3900 - 4200, san alberto hurtado, estación central",60.0,54.0,6.0,3,2,2,,4,,60000.0,null,,19,17,17,448828,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.457447,-70.691864,Estación central,2023-02-10 17:56:38.668196,pesos,Rm (metropolitana)
74,75,https://www.portalinmobiliario.com/mlc-1321526041-edificio-la-coruna-vista-norponiente-piso-7-_jm#position=25&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio la coruña- vista norponiente piso 7,370000.0,"la coruña 4800 - 5100, metro ecuador, estación central",5444.0,54.0,0.0,3,2,2,,4,,65000.0,null,,17,11,7,454562,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.452244,-70.701523,Estación central,2023-02-10 17:56:38.668201,pesos,Rm (metropolitana)
75,76,https://www.portalinmobiliario.com/mlc-1321897740-edificio-apostol-santiago-vista-norte-piso-9-_jm#position=26&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio apóstol santiago- vista norte piso 9,440000.0,"apóstol santiago 1 - 300, san alberto hurtado, estación central",4731.0,43.0,341.0,3,2,1,1,3,1,75000.0,null,,26,17,9,446878,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,,,Estación central,2023-02-10 17:56:38.668206,pesos,Rm (metropolitana)
76,77,https://www.portalinmobiliario.com/mlc-1321904087-edificio-carvajal-vista-poniente-piso-6-_jm#position=27&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio carvajal- vista poniente piso 6,380000.0,"carvajal 600 - 900, lo ovalle, la cisterna",49.0,47.0,2.0,3,2,1,1,3,,40000.0,null,,14,12,6,457744,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.515072,-70.665909,La cisterna,2023-02-10 17:56:38.668211,pesos,Rm (metropolitana)
77,78,https://www.portalinmobiliario.com/mlc-1321795048-edificio-av-maria-vista-sur-piso-12-_jm#position=28&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. maría- vista sur piso 12,320000.0,"av. maría 6300 - 6600, lo ovalle, la cisterna",34.0,31.0,3.0,2,1,1,,2,,40000.0,null,,16,15,12,459445,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,,,La cisterna,2023-02-10 17:56:38.668216,pesos,Rm (metropolitana)
78,79,https://www.portalinmobiliario.com/mlc-1321891173-edificio-concon-vista-norte-piso-5-_jm#position=29&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio concón- vista norte piso 5,380000.0,"concón 1 - 300, san alberto hurtado, estación central",4789.0,43.0,447.0,3,2,2,1,4,1,90000.0,null,,35,16,5,328410,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.453239,-70.696381,Estación central,2023-02-10 17:56:38.668221,pesos,Rm (metropolitana)
79,80,https://www.portalinmobiliario.com/mlc-1321525978-edificio-av-ecuador-vista-oriente-piso-13-_jm#position=30&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. ecuador- vista oriente piso 13,370000.0,"av. ecuador 4800 - 5100, metro las rejas, estación central",53.0,51.0,2.0,3,2,1,,3,,90000.0,null,,27,12,13,450269,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.455021,-70.703766,Estación central,2023-02-10 17:56:38.668226,pesos,Rm (metropolitana)
80,81,https://www.portalinmobiliario.com/mlc-1321697976-edificio-porto-seguro-vista-oriente-piso-2-_jm#position=31&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio porto seguro- vista oriente piso 2,410000.0,"porto seguro 4200 - 4500, quinta normal",502.0,50.0,0.0,3,2,1,,3,,60000.0,null,,24,13,2,444497,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.447945,-70.692482,Quinta normal,2023-02-10 17:56:38.668231,pesos,Rm (metropolitana)
81,82,https://www.portalinmobiliario.com/mlc-1320639674-edificio-portico-gamero-vista-surponiente-piso-9-_jm#position=32&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio portico gamero- vista surponiente piso 9,415000.0,"gamero 1200 - 1500, hospitales, independencia",4333.0,42.0,124.0,3,2,1,,3,,74000.0,null,,12,16,9,455266,2023-02-11 00:00:00.000000,publicado hace 3 días por assetplan chile,-33.420856,-70.658707,Independencia,2023-02-09 17:56:38.668236,pesos,Rm (metropolitana)
82,83,https://www.portalinmobiliario.com/mlc-1321633927-edificio-av-maria-vista-nororiente-piso-12-_jm#position=33&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. maría- vista nororiente piso 12,380000.0,"av. maría 6300 - 6600, lo ovalle, la cisterna",37.0,35.0,2.0,3,2,1,1,3,1,75000.0,null,,16,15,12,442688,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.517139,-70.65184,La cisterna,2023-02-10 17:56:38.668241,pesos,Rm (metropolitana)
83,84,https://www.portalinmobiliario.com/mlc-1321794823-edificio-maria-rozas-velasquez-vista-norte-piso-27-_jm#position=34&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio maría rozas velásquez- vista norte piso 27,270000.0,"maría rozas velásquez 1 - 300, metro las rejas, estación central",293.0,29.0,0.0,2,1,1,,2,,45000.0,null,,30,22,27,107712,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.453945,-70.705856,Estación central,2023-02-10 17:56:38.668246,pesos,Rm (metropolitana)
84,85,https://www.portalinmobiliario.com/mlc-1321602521-edificio-fray-camilo-henriquez-vista-poniente-piso-4-_jm#position=35&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio fray camilo henríquez- vista poniente piso 4,410000.0,"fray camilo henríquez 600 - 900, barrio diez de julio, santiago",372.0,31.0,58.0,2,1,1,1,2,1,80000.0,null,,12,20,4,446002,2023-02-11 00:00:00.000000,publicado hace 2 días por assetplan chile,-33.450531,-70.633614,Santiago,2023-02-10 17:56:38.668250,pesos,Rm (metropolitana)
85,86,https://www.portalinmobiliario.com/mlc-1320639657-edificio-av-maria-vista-sur-piso-8-_jm#position=36&search_layout=stack&type=item&tracking_id=4c59c6a3-c2f6-4d6f-a7ee-320ebd0550b3,edificio av. maría- vista sur piso 8,310000.0,"av. maría 6300 - 6600, lo ovalle, la cisterna",329.0,30.0,29.0,2,1,1,,2,1,45000.0,null,,16,15,8,444681,2023-02-11 00:00:00.000000,publicado hace 3 días por assetplan chile,-33.517139,-70.65184,La cisterna,2023-02-09 17:56:38.668256,pesos,Rm (metropolitana)
